order_id,product_id,quantity,base_price,discount_rate,unit_price,subtotal
1895,66,1,89000,0.17,73870,73870
1895,130,4,13000,0.25,9750,39000
1896,104,5,9900,0.05,9400,47000
1896,109,4,10900,0.06,10250,41000
1896,24,5,38000,0.06,35720,178600
1896,60,2,18900,0.04,18140,36280
1896,174,1,15000,0.25,11250,11250
1897,39,1,8900,0.16,7480,7480
1898,91,5,3800,0.15,3230,16150
1899,176,5,29900,0.29,21230,106150
1900,83,5,24900,0.24,18920,94600
1900,17,2,750000,0.15,637500,1275000
1901,29,5,1350000,0.08,1242000,6210000
1902,73,4,79000,0.37,49770,199080
1903,1,3,550000,0.22,429000,1287000
1903,189,1,99000,0.28,71280,71280
1903,76,2,19900,0.27,14530,29060
1903,65,4,59000,0.11,52510,210040
1904,9,2,250000,0.12,220000,440000
1904,50,3,4000,0.11,3560,10680
1905,95,5,3900,0.01,3860,19300
1905,29,1,1350000,0.27,985500,985500
1905,20,2,130000,0.21,102700,205400
1905,102,4,21900,0.11,19490,77960
1905,168,1,8000,0.29,5680,5680
1906,104,4,9900,0.15,8420,33680
1906,85,2,69000,0.28,49680,99360
1906,61,2,129000,0.15,109650,219300
1907,139,1,23000,0.15,19550,19550
1907,57,1,2000,0.05,1900,1900
1907,5,2,180000,0.02,176400,352800
1908,143,1,13500,0.1,12150,12150
1908,145,1,15000,0.3,10500,10500
1908,112,4,15900,0.1,14310,57240
1908,155,3,35000,0.21,27650,82950
1909,115,4,5500,0.17,4560,18240
1909,147,3,17000,0.29,12070,36210
1909,59,4,4000,0.2,3200,12800
1910,114,2,8900,0.02,8720,17440
1910,10,1,450000,0.23,346500,346500
1910,77,2,59000,0.02,57820,115640
1911,77,3,59000,0.14,50740,152220
1911,54,5,8900,0.04,8540,42700
1911,62,1,89000,0.08,81880,81880
1911,36,1,6900,0.02,6760,6760
1911,148,4,14000,0.13,12180,48720
1912,150,3,12000,0.02,11760,35280
1912,28,3,530000,0.11,471700,1415100
1912,173,4,6000,0.17,4980,19920
1912,199,1,39000,0.03,37830,37830
1913,16,5,650000,0.19,526500,2632500
1913,123,2,18000,0.01,17820,35640
1913,85,4,69000,0.07,64170,256680
1914,126,2,15800,0.09,14380,28760
1915,198,4,49000,0.16,41160,164640
1915,126,2,15800,0.26,11690,23380
1915,38,5,4000,0.05,3800,19000
1916,156,4,8900,0.22,6940,27760
1916,111,2,10900,0.2,8720,17440
1916,107,4,4500,0.18,3690,14760
1916,161,5,29000,0.16,24360,121800
1916,35,1,8900,0.06,8370,8370
1917,28,3,530000,0.12,466400,1399200
1917,152,2,22000,0.2,17600,35200
1917,163,1,5000,0.25,3750,3750
1917,69,4,34900,0.08,32110,128440
1917,13,1,1400000,0.16,1176000,1176000
1918,128,2,13000,0.27,9490,18980
1918,32,3,13900,0.19,11260,33780
1919,127,4,13800,0.1,12420,49680
1919,133,3,16000,0.23,12320,36960
1920,13,3,1400000,0.07,1302000,3906000
1920,42,4,4500,0.14,3870,15480
1920,135,3,9000,0.06,8460,25380
1920,159,2,15000,0.19,12150,24300
1921,64,1,29900,0.23,23020,23020
1921,105,4,8900,0.3,6230,24920
1921,200,1,28000,0.04,26880,26880
1921,146,3,14000,0.03,13580,40740
1922,99,4,3800,0.05,3610,14440
1922,81,1,19900,0.3,13930,13930
1922,138,5,17800,0.03,17270,86350
1923,81,2,19900,0.04,19100,38200
1923,180,1,119000,0.15,101150,101150
1923,141,1,16000,0.2,12800,12800
1923,96,3,19900,0.24,15120,45360
1923,34,5,5000,0.23,3850,19250
1924,194,3,49000,0.2,39200,117600
1924,123,5,18000,0.17,14940,74700
1924,90,4,15900,0.11,14150,56600
1924,26,4,490000,0.24,372400,1489600
1925,60,1,18900,0.12,16630,16630
1925,171,4,12000,0.26,8880,35520
1925,168,3,8000,0.13,6960,20880
1925,101,4,19900,0.18,16320,65280
1925,39,1,8900,0.03,8630,8630
1926,175,2,29000,0.0,29000,58000
1926,52,4,15000,0.13,13050,52200
1927,162,2,20000,0.2,16000,32000
1927,90,5,15900,0.29,11290,56450
1928,195,5,12900,0.18,10580,52900
1928,189,3,99000,0.17,82170,246510
1928,5,1,180000,0.08,165600,165600
1928,31,1,29900,0.28,21530,21530
1928,41,4,2000,0.11,1780,7120
1929,145,4,15000,0.1,13500,54000
1929,159,5,15000,0.19,12150,60750
1929,121,3,13800,0.27,10070,30210
1929,18,2,320000,0.03,310400,620800
1930,74,5,9900,0.28,7130,35650
1930,41,1,2000,0.23,1540,1540
1930,143,3,13500,0.21,10660,31980
1931,150,2,12000,0.06,11280,22560
1932,2,5,750000,0.0,750000,3750000
1932,111,1,10900,0.21,8610,8610
1933,56,1,17900,0.1,16110,16110
1933,118,1,4900,0.01,4850,4850
1933,22,5,99000,0.09,90090,450450
1934,124,1,22000,0.23,16940,16940
1935,116,3,6900,0.22,5380,16140
1935,25,3,150000,0.07,139500,418500
1936,179,5,39000,0.01,38610,193050
1936,153,2,9900,0.14,8510,17020
1937,73,4,79000,0.12,69520,278080
1937,99,1,3800,0.25,2850,2850
1937,157,4,18000,0.0,18000,72000
1937,97,1,8900,0.29,6320,6320
1938,24,2,38000,0.14,32680,65360
1938,143,3,13500,0.13,11740,35220
1938,1,2,550000,0.19,445500,891000
1938,151,1,19000,0.12,16720,16720
1939,61,5,129000,0.23,99330,496650
1940,122,3,12000,0.29,8520,25560
1940,76,5,19900,0.27,14530,72650
1940,190,5,59000,0.04,56640,283200
1941,79,3,39000,0.1,35100,105300
1941,60,4,18900,0.14,16250,65000
1941,49,3,6000,0.05,5700,17100
1941,97,2,8900,0.03,8630,17260
1942,85,4,69000,0.19,55890,223560
1942,147,5,17000,0.04,16320,81600
1942,159,3,15000,0.06,14100,42300
1943,14,5,850000,0.27,620500,3102500
1943,44,4,3500,0.19,2840,11360
1943,5,4,180000,0.08,165600,662400
1944,17,2,750000,0.1,675000,1350000
1944,129,4,17000,0.05,16150,64600
1944,179,2,39000,0.1,35100,70200
1944,43,5,5000,0.16,4200,21000
1944,35,3,8900,0.07,8280,24840
1945,167,3,59000,0.01,58410,175230
1945,124,1,22000,0.09,20020,20020
1945,154,5,45000,0.17,37350,186750
1945,164,1,15000,0.12,13200,13200
1945,168,2,8000,0.16,6720,13440
1946,183,5,25000,0.23,19250,96250
1946,81,1,19900,0.15,16920,16920
1946,44,1,3500,0.29,2480,2480
1946,99,5,3800,0.09,3460,17300
1947,194,1,49000,0.26,36260,36260
1947,33,2,3000,0.18,2460,4920
1948,97,1,8900,0.1,8010,8010
1948,17,3,750000,0.13,652500,1957500
1949,46,2,5000,0.11,4450,8900
1950,97,1,8900,0.02,8720,8720
1950,23,1,45000,0.16,37800,37800
1950,113,2,19900,0.25,14920,29840
1950,190,4,59000,0.12,51920,207680
1950,168,2,8000,0.05,7600,15200
1951,65,1,59000,0.04,56640,56640
1951,61,5,129000,0.23,99330,496650
1951,98,5,18900,0.23,14550,72750
1952,115,3,5500,0.04,5280,15840
1952,121,2,13800,0.27,10070,20140
1952,53,4,10900,0.03,10570,42280
1952,102,3,21900,0.21,17300,51900
1952,32,4,13900,0.12,12230,48920
1953,53,3,10900,0.15,9260,27780
1953,176,3,29900,0.13,26010,78030
1953,121,5,13800,0.46,7450,37250
1953,73,4,79000,0.13,68730,274920
1953,25,3,150000,0.26,111000,333000
1954,106,2,3000,0.14,2580,5160
1954,113,2,19900,0.2,15920,31840
1954,63,3,15000,0.21,11850,35550
1954,32,5,13900,0.11,12370,61850
1954,108,1,6900,0.11,6140,6140
1955,194,1,49000,0.15,41650,41650
1955,68,1,35000,0.11,31150,31150
1955,150,2,12000,0.21,9480,18960
1955,129,3,17000,0.06,15980,47940
1955,175,5,29000,0.07,26970,134850
1956,152,1,22000,0.21,17380,17380
1956,13,1,1400000,0.01,1386000,1386000
1957,116,4,6900,0.13,6000,24000
1958,59,2,4000,0.06,3760,7520
1958,140,5,33000,0.08,30360,151800
1958,148,4,14000,0.29,9940,39760
1958,191,2,45000,0.19,36450,72900
1958,18,5,320000,0.19,259200,1296000
1959,136,2,15000,0.13,13050,26100
1959,99,3,3800,0.25,2850,8550
1959,195,4,12900,0.1,11610,46440
1959,165,4,49000,0.1,44100,176400
1959,53,1,10900,0.24,8280,8280
1960,53,2,10900,0.09,9920,19840
1961,150,4,12000,0.09,10920,43680
1962,178,3,29000,0.04,27840,83520
1963,167,4,59000,0.05,56050,224200
1964,136,5,15000,0.26,11100,55500
1964,109,1,10900,0.07,10140,10140
1964,194,1,49000,0.26,36260,36260
1965,69,2,34900,0.26,25830,51660
1965,30,2,1400000,0.19,1134000,2268000
1965,109,3,10900,0.08,10030,30090
1965,157,5,18000,0.2,14400,72000
1965,67,2,39000,0.04,37440,74880
1966,1,4,550000,0.11,489500,1958000
1967,78,2,29000,0.02,28420,56840
1967,162,2,20000,0.21,15800,31600
1967,145,3,15000,0.2,12000,36000
1968,25,5,150000,0.28,108000,540000
1968,99,1,3800,0.1,3420,3420
1968,41,4,2000,0.08,1840,7360
1968,14,4,850000,0.28,612000,2448000
1969,140,2,33000,0.0,33000,66000
1970,79,5,39000,0.29,27690,138450
1970,142,1,4500,0.23,3460,3460
1970,75,3,29000,0.22,22620,67860
1971,171,3,12000,0.12,10560,31680
1971,164,1,15000,0.08,13800,13800
1972,56,2,17900,0.09,16290,32580
1972,147,5,17000,0.28,12240,61200
1972,152,1,22000,0.0,22000,22000
1973,35,4,8900,0.22,6940,27760
1973,46,1,5000,0.16,4200,4200
1973,7,5,690000,0.11,614100,3070500
1974,182,5,99000,0.1,89100,445500
1974,107,4,4500,0.19,3650,14600
1974,108,4,6900,0.16,5800,23200
1975,97,5,8900,0.06,8370,41850
1975,36,3,6900,0.25,5180,15540
1976,189,3,99000,0.04,95040,285120
1976,179,2,39000,0.05,37050,74100
1976,191,3,45000,0.19,36450,109350
1977,26,1,490000,0.26,362600,362600
1977,59,5,4000,0.23,3080,15400
1977,132,4,5000,0.27,3650,14600
1977,121,2,13800,0.03,13390,26780
1977,135,1,9000,0.04,8640,8640
1978,63,5,15000,0.4,9000,45000
1978,155,1,35000,0.43,19950,19950
1978,114,1,8900,0.47,4720,4720
1978,151,1,19000,0.27,13870,13870
1978,38,2,4000,0.3,2800,5600
1979,135,3,9000,0.26,6660,19980
1979,150,5,12000,0.28,8640,43200
1979,49,4,6000,0.12,5280,21120
1979,63,3,15000,0.15,12750,38250
1980,148,2,14000,0.07,13020,26040
1981,114,3,8900,0.26,6590,19770
1981,33,1,3000,0.1,2700,2700
1981,165,1,49000,0.24,37240,37240
1981,120,4,6900,0.26,5110,20440
1982,21,5,55000,0.19,44550,222750
1983,56,4,17900,0.17,14860,59440
1983,124,1,22000,0.04,21120,21120
1983,187,4,650000,0.21,513500,2054000
1983,115,3,5500,0.01,5440,16320
1983,82,2,129000,0.07,119970,239940
1984,102,3,21900,0.08,20150,60450
1984,132,3,5000,0.13,4350,13050
1984,15,2,290000,0.12,255200,510400
1985,167,3,59000,0.18,48380,145140
1985,151,4,19000,0.28,13680,54720
1986,147,4,17000,0.28,12240,48960
1987,13,2,1400000,0.17,1162000,2324000
1987,154,5,45000,0.27,32850,164250
1987,49,2,6000,0.05,5700,11400
1987,52,3,15000,0.15,12750,38250
1987,36,4,6900,0.24,5240,20960
1988,143,2,13500,0.06,12690,25380
1989,71,5,49000,0.01,48510,242550
1989,65,1,59000,0.15,50150,50150
1989,159,5,15000,0.01,14850,74250
1989,42,2,4500,0.08,4140,8280
1989,2,2,750000,0.23,577500,1155000
1990,193,2,29000,0.04,27840,55680
1990,161,3,29000,0.12,25520,76560
1990,192,1,79000,0.09,71890,71890
1990,112,4,15900,0.15,13520,54080
1990,59,5,4000,0.19,3240,16200
1991,177,2,25000,0.17,20750,41500
1991,9,1,250000,0.03,242500,242500
1991,172,1,7000,0.02,6860,6860
1991,127,2,13800,0.21,10900,21800
1991,161,4,29000,0.28,20880,83520
1992,38,3,4000,0.06,3760,11280
1992,42,4,4500,0.11,4000,16000
1992,91,2,3800,0.28,2740,5480
1992,178,2,29000,0.17,24070,48140
1992,164,5,15000,0.25,11250,56250
1993,194,4,49000,0.02,48020,192080
1994,93,5,13900,0.04,13340,66700
1995,59,1,4000,0.12,3520,3520
1995,172,3,7000,0.01,6930,20790
1995,160,5,12900,0.09,11740,58700
1995,16,5,650000,0.1,585000,2925000
1995,143,3,13500,0.22,10530,31590
1996,84,3,39900,0.21,31520,94560
1996,192,4,79000,0.12,69520,278080
1996,55,1,3000,0.15,2550,2550
1997,120,2,6900,0.28,4970,9940
1997,54,4,8900,0.12,7830,31320
1997,194,5,49000,0.29,34790,173950
1997,114,3,8900,0.14,7650,22950
1998,199,2,39000,0.05,37050,74100
1999,95,3,3900,0.29,2770,8310
1999,155,3,35000,0.11,31150,93450
1999,106,3,3000,0.06,2820,8460
1999,46,2,5000,0.26,3700,7400
2000,65,5,59000,0.06,55460,277300
2001,127,5,13800,0.04,13250,66250
2001,130,1,13000,0.2,10400,10400
2002,29,3,1350000,0.2,1080000,3240000
2003,134,3,14000,0.14,12040,36120
2003,82,3,129000,0.01,127710,383130
2003,78,2,29000,0.07,26970,53940
2003,76,1,19900,0.25,14920,14920
2004,93,5,13900,0.03,13480,67400
2005,197,1,290000,0.1,261000,261000
2005,6,2,150000,0.3,105000,210000
2006,143,4,13500,0.18,11070,44280
2006,127,5,13800,0.27,10070,50350
2006,65,1,59000,0.18,48380,48380
2006,177,2,25000,0.01,24750,49500
2006,112,3,15900,0.01,15740,47220
2007,126,5,15800,0.17,13110,65550
2007,67,3,39000,0.28,28080,84240
2007,112,4,15900,0.24,12080,48320
2007,96,2,19900,0.26,14730,29460
2007,86,3,29900,0.01,29600,88800
2008,186,1,89000,0.24,67640,67640
2008,165,2,49000,0.09,44590,89180
2008,107,2,4500,0.18,3690,7380
2009,40,1,8000,0.17,6640,6640
2010,64,1,29900,0.11,26610,26610
2010,116,5,6900,0.2,5520,27600
2010,63,4,15000,0.12,13200,52800
2010,74,2,9900,0.11,8810,17620
2010,132,4,5000,0.06,4700,18800
2011,160,5,12900,0.21,10190,50950
2011,33,2,3000,0.21,2370,4740
2011,196,1,299000,0.21,236210,236210
2011,148,3,14000,0.26,10360,31080
2012,1,1,550000,0.01,544500,544500
2012,195,2,12900,0.29,9160,18320
2012,117,4,7900,0.12,6950,27800
2013,129,5,17000,0.18,13940,69700
2014,38,4,4000,0.25,3000,12000
2014,49,5,6000,0.17,4980,24900
2014,163,1,5000,0.21,3950,3950
2015,113,3,19900,0.2,15920,47760
2015,78,2,29000,0.28,20880,41760
2015,140,3,33000,0.05,31350,94050
2015,128,5,13000,0.04,12480,62400
2015,165,3,49000,0.11,43610,130830
2016,198,3,49000,0.11,43610,130830
2016,40,5,8000,0.09,7280,36400
2016,114,5,8900,0.21,7030,35150
2016,58,2,5000,0.3,3500,7000
2017,16,2,650000,0.08,598000,1196000
2018,173,1,6000,0.0,6000,6000
2018,108,5,6900,0.24,5240,26200
2018,160,2,12900,0.19,10450,20900
2018,146,4,14000,0.14,12040,48160
2019,91,4,3800,0.17,3150,12600
2019,40,2,8000,0.0,8000,16000
2019,64,5,29900,0.28,21530,107650
2019,133,1,16000,0.07,14880,14880
2020,55,2,3000,0.09,2730,5460
2020,162,5,20000,0.21,15800,79000
2020,108,1,6900,0.22,5380,5380
2020,111,5,10900,0.2,8720,43600
2020,86,5,29900,0.28,21530,107650
2021,89,3,8900,0.23,6850,20550
2021,99,4,3800,0.22,2960,11840
2021,175,5,29000,0.15,24650,123250
2022,114,1,8900,0.0,8900,8900
2022,90,1,15900,0.13,13830,13830
2022,198,4,49000,0.02,48020,192080
2022,91,1,3800,0.23,2930,2930
2023,170,1,9000,0.03,8730,8730
2023,149,4,18000,0.29,12780,51120
2023,76,4,19900,0.27,14530,58120
2024,172,5,7000,0.24,5320,26600
2025,119,1,12900,0.15,10960,10960
2026,84,5,39900,0.14,34310,171550
2026,86,2,29900,0.18,24520,49040
2026,111,3,10900,0.05,10360,31080
2026,123,4,18000,0.19,14580,58320
2027,118,2,4900,0.24,3720,7440
2028,16,4,650000,0.04,624000,2496000
2028,110,5,14900,0.11,13260,66300
2029,52,1,15000,0.24,11400,11400
2029,3,4,530000,0.08,487600,1950400
2029,75,1,29000,0.14,24940,24940
2029,176,1,29900,0.17,24820,24820
2029,193,2,29000,0.02,28420,56840
2030,69,4,34900,0.14,30010,120040
2030,180,3,119000,0.16,99960,299880
2030,70,2,79000,0.07,73470,146940
2031,84,4,39900,0.08,36710,146840
2031,200,3,28000,0.04,26880,80640
2031,181,1,79000,0.04,75840,75840
2032,55,3,3000,0.07,2790,8370
2032,105,3,8900,0.19,7210,21630
2032,134,5,14000,0.24,10640,53200
2032,7,5,690000,0.03,669300,3346500
2033,158,4,9900,0.26,7330,29320
2034,20,3,130000,0.16,109200,327600
2035,30,5,1400000,0.02,1372000,6860000
2035,113,3,19900,0.09,18110,54330
2036,163,1,5000,0.47,2650,2650
2036,153,2,9900,0.35,6440,12880
2037,42,1,4500,0.04,4320,4320
2037,161,3,29000,0.27,21170,63510
2037,75,4,29000,0.21,22910,91640
2037,119,2,12900,0.04,12380,24760
2038,28,3,530000,0.16,445200,1335600
2038,26,4,490000,0.12,431200,1724800
2038,35,4,8900,0.25,6680,26720
2038,21,3,55000,0.25,41250,123750
2038,167,2,59000,0.02,57820,115640
2039,52,3,15000,0.29,10650,31950
2039,54,2,8900,0.23,6850,13700
2039,36,4,6900,0.15,5860,23440
2039,171,2,12000,0.02,11760,23520
2040,59,4,4000,0.0,4000,16000
2040,136,5,15000,0.0,15000,75000
2041,90,1,15900,0.3,11130,11130
2041,141,3,16000,0.0,16000,48000
2042,176,2,29900,0.32,20330,40660
2042,185,5,59000,0.15,50150,250750
2043,78,2,29000,0.29,20590,41180
2043,74,5,9900,0.07,9210,46050
2044,33,2,3000,0.21,2370,4740
2044,26,1,490000,0.03,475300,475300
2044,50,1,4000,0.14,3440,3440
2044,136,5,15000,0.2,12000,60000
2045,102,4,21900,0.24,16640,66560
2045,40,3,8000,0.03,7760,23280
2045,185,3,59000,0.13,51330,153990
2046,96,1,19900,0.29,14130,14130
2046,160,5,12900,0.27,9420,47100
2046,48,5,8900,0.13,7740,38700
2046,40,1,8000,0.26,5920,5920
2046,55,3,3000,0.18,2460,7380
2047,14,5,850000,0.05,807500,4037500
2047,164,5,15000,0.15,12750,63750
2047,178,1,29000,0.18,23780,23780
2047,78,3,29000,0.15,24650,73950
2047,5,4,180000,0.06,169200,676800
2048,114,3,8900,0.22,6940,20820
2048,29,3,1350000,0.04,1296000,3888000
2048,41,5,2000,0.03,1940,9700
2048,23,2,45000,0.04,43200,86400
2048,107,1,4500,0.03,4360,4360
2049,115,1,5500,0.24,4180,4180
2050,156,3,8900,0.29,6320,18960
2050,84,2,39900,0.1,35910,71820
2050,170,3,9000,0.19,7290,21870
2051,35,2,8900,0.01,8810,17620
2051,12,2,1350000,0.09,1228500,2457000
2051,164,2,15000,0.1,13500,27000
2052,44,5,3500,0.05,3320,16600
2052,80,5,29000,0.07,26970,134850
2052,62,5,89000,0.01,88110,440550
2052,129,4,17000,0.09,15470,61880
2052,4,4,820000,0.03,795400,3181600
2053,143,2,13500,0.17,11200,22400
2053,70,1,79000,0.07,73470,73470
2054,156,1,8900,0.21,7030,7030
2055,14,2,850000,0.25,637500,1275000
2055,133,5,16000,0.14,13760,68800
2056,21,2,55000,0.07,51150,102300
2056,51,3,12900,0.2,10320,30960
2056,150,1,12000,0.11,10680,10680
2056,7,3,690000,0.18,565800,1697400
2056,200,2,28000,0.24,21280,42560
2057,138,2,17800,0.09,16200,32400
2057,62,5,89000,0.12,78320,391600
2057,35,4,8900,0.22,6940,27760
2057,84,4,39900,0.11,35510,142040
2058,71,5,49000,0.26,36260,181300
2058,137,2,17800,0.21,14060,28120
2058,46,3,5000,0.3,3500,10500
2059,116,2,6900,0.15,5860,11720
2059,61,4,129000,0.27,94170,376680
2059,86,1,29900,0.09,27210,27210
2059,117,4,7900,0.15,6720,26880
2060,194,2,49000,0.2,39200,78400
2060,27,4,390000,0.19,315900,1263600
2060,42,5,4500,0.19,3650,18250
2060,126,3,15800,0.13,13750,41250
2061,42,1,4500,0.21,3560,3560
2062,190,3,59000,0.3,41300,123900
2062,166,5,9000,0.17,7470,37350
2062,105,4,8900,0.07,8280,33120
2062,197,4,290000,0.17,240700,962800
2062,192,1,79000,0.05,75050,75050
2063,15,1,290000,0.14,249400,249400
2063,172,3,7000,0.1,6300,18900
2063,200,2,28000,0.13,24360,48720
2064,30,4,1400000,0.22,1092000,4368000
2064,3,4,530000,0.08,487600,1950400
2064,29,1,1350000,0.22,1053000,1053000
2064,53,4,10900,0.29,7740,30960
2064,172,1,7000,0.09,6370,6370
2065,145,1,15000,0.11,13350,13350
2065,150,5,12000,0.11,10680,53400
2065,55,5,3000,0.2,2400,12000
2065,199,5,39000,0.25,29250,146250
2066,165,2,49000,0.17,40670,81340
2066,15,5,290000,0.12,255200,1276000
2066,153,3,9900,0.13,8610,25830
2066,135,1,9000,0.03,8730,8730
2067,158,3,9900,0.28,7130,21390
2067,85,1,69000,0.08,63480,63480
2068,147,5,17000,0.27,12410,62050
2068,75,3,29000,0.26,21460,64380
2068,93,5,13900,0.29,9870,49350
2068,171,3,12000,0.13,10440,31320
2069,163,4,5000,0.23,3850,15400
2069,26,2,490000,0.05,465500,931000
2069,149,1,18000,0.02,17640,17640
2070,124,1,22000,0.28,15840,15840
2071,87,4,59000,0.29,41890,167560
2072,164,4,15000,0.03,14550,58200
2073,136,2,15000,0.19,12150,24300
2073,6,5,150000,0.21,118500,592500
2073,17,5,750000,0.13,652500,3262500
2073,119,1,12900,0.07,12000,12000
2074,64,5,29900,0.06,28110,140550
2074,39,2,8900,0.08,8190,16380
2074,44,4,3500,0.2,2800,11200
2075,54,5,8900,0.27,6500,32500
2076,140,4,33000,0.21,26070,104280
2076,138,2,17800,0.17,14770,29540
2076,100,4,7500,0.16,6300,25200
2077,48,1,8900,0.09,8100,8100
2077,197,2,290000,0.23,223300,446600
2077,174,5,15000,0.02,14700,73500
2077,129,1,17000,0.04,16320,16320
2077,105,4,8900,0.22,6940,27760
2078,61,4,129000,0.0,129000,516000
2078,133,4,16000,0.14,13760,55040
2078,40,1,8000,0.28,5760,5760
2079,40,1,8000,0.09,7280,7280
2079,93,5,13900,0.26,10290,51450
2080,194,3,49000,0.1,44100,132300
2080,178,5,29000,0.06,27260,136300
2080,44,2,3500,0.03,3400,6800
2080,35,4,8900,0.03,8630,34520
2081,70,2,79000,0.02,77420,154840
2081,67,2,39000,0.05,37050,74100
2082,171,1,12000,0.05,11400,11400
2082,200,2,28000,0.3,19600,39200
2082,7,2,690000,0.17,572700,1145400
2082,95,1,3900,0.11,3470,3470
2082,27,5,390000,0.24,296400,1482000
2083,127,2,13800,0.21,10900,21800
2083,29,4,1350000,0.0,1350000,5400000
2083,59,4,4000,0.22,3120,12480
2084,124,1,22000,0.28,15840,15840
2084,181,1,79000,0.12,69520,69520
2084,51,1,12900,0.14,11090,11090
2084,113,1,19900,0.01,19700,19700
2085,137,3,17800,0.3,12460,37380
2085,32,3,13900,0.0,13900,41700
2085,130,3,13000,0.08,11960,35880
2085,193,5,29000,0.02,28420,142100
2086,114,4,8900,0.26,6590,26360
2086,158,2,9900,0.29,7030,14060
2086,138,5,17800,0.27,12990,64950
2086,83,2,24900,0.26,18430,36860
2086,52,2,15000,0.26,11100,22200
2087,71,3,49000,0.24,37240,111720
2087,184,1,290000,0.12,255200,255200
2088,192,5,79000,0.22,61620,308100
2088,100,4,7500,0.15,6380,25520
2089,194,3,49000,0.23,37730,113190
2089,5,2,180000,0.21,142200,284400
2090,96,1,19900,0.14,17110,17110
2090,170,4,9000,0.15,7650,30600
2091,165,4,49000,0.23,37730,150920
2091,183,3,25000,0.23,19250,57750
2091,78,4,29000,0.3,20300,81200
2091,197,4,290000,0.23,223300,893200
2092,78,5,29000,0.17,24070,120350
2092,113,4,19900,0.08,18310,73240
2093,5,2,180000,0.06,169200,338400
2094,113,3,19900,0.14,17110,51330
2094,45,5,4500,0.13,3920,19600
2094,190,5,59000,0.02,57820,289100
2094,140,5,33000,0.04,31680,158400
2095,29,2,1350000,0.04,1296000,2592000
2095,4,3,820000,0.23,631400,1894200
2096,98,2,18900,0.16,15880,31760
2097,35,3,8900,0.29,6320,18960
2097,167,1,59000,0.28,42480,42480
2097,98,4,18900,0.04,18140,72560
2097,31,3,29900,0.26,22130,66390
2097,62,4,89000,0.22,69420,277680
2098,94,5,4500,0.15,3820,19100
2098,39,1,8900,0.24,6760,6760
2098,129,4,17000,0.15,14450,57800
2098,113,2,19900,0.22,15520,31040
2099,35,2,8900,0.03,8630,17260
2099,60,1,18900,0.18,15500,15500
2099,20,3,130000,0.07,120900,362700
2100,154,3,45000,0.02,44100,132300
2100,26,2,490000,0.01,485100,970200
2101,147,2,17000,0.09,15470,30940
2101,124,4,22000,0.22,17160,68640
2101,33,3,3000,0.25,2250,6750
2102,174,3,15000,0.1,13500,40500
2102,16,2,650000,0.11,578500,1157000
2103,104,1,9900,0.13,8610,8610
2103,165,1,49000,0.17,40670,40670
2103,192,1,79000,0.1,71100,71100
2103,42,5,4500,0.12,3960,19800
2103,191,3,45000,0.25,33750,101250
2104,67,2,39000,0.22,30420,60840
2104,174,3,15000,0.11,13350,40050
2104,131,4,13000,0.08,11960,47840
2105,39,2,8900,0.27,6500,13000
2105,177,3,25000,0.14,21500,64500
2105,61,2,129000,0.02,126420,252840
2105,33,4,3000,0.13,2610,10440
2106,160,4,12900,0.28,9290,37160
2106,30,5,1400000,0.1,1260000,6300000
2107,93,4,13900,0.3,9730,38920
2108,163,2,5000,0.06,4700,9400
2108,82,2,129000,0.04,123840,247680
2109,3,4,530000,0.15,450500,1802000
2109,18,2,320000,0.18,262400,524800
2109,172,4,7000,0.27,5110,20440
2109,67,2,39000,0.27,28470,56940
2110,189,5,99000,0.28,71280,356400
2110,13,3,1400000,0.16,1176000,3528000
2110,38,5,4000,0.16,3360,16800
2110,24,4,38000,0.12,33440,133760
2110,140,2,33000,0.0,33000,66000
2111,174,4,15000,0.19,12150,48600
2111,196,4,299000,0.26,221260,885040
2112,159,2,15000,0.29,10650,21300
2112,185,4,59000,0.26,43660,174640
2112,37,5,7900,0.29,5610,28050
2112,155,5,35000,0.13,30450,152250
2113,151,3,19000,0.13,16530,49590
2113,194,2,49000,0.23,37730,75460
2113,56,3,17900,0.07,16650,49950
2113,108,4,6900,0.26,5110,20440
2113,157,1,18000,0.08,16560,16560
2114,2,2,750000,0.1,675000,1350000
2115,35,4,8900,0.24,6760,27040
2115,96,2,19900,0.13,17310,34620
2116,18,3,320000,0.28,230400,691200
2116,164,4,15000,0.27,10950,43800
2116,5,1,180000,0.11,160200,160200
2117,68,4,35000,0.2,28000,112000
2117,200,2,28000,0.26,20720,41440
2118,86,1,29900,0.07,27810,27810
2118,111,3,10900,0.22,8500,25500
2118,48,5,8900,0.12,7830,39150
2118,182,3,99000,0.12,87120,261360
2118,89,2,8900,0.23,6850,13700
2119,3,3,530000,0.04,508800,1526400
2119,60,5,18900,0.04,18140,90700
2120,112,3,15900,0.13,13830,41490
2120,136,1,15000,0.01,14850,14850
2120,180,3,119000,0.24,90440,271320
2121,96,1,19900,0.2,15920,15920
2121,36,5,6900,0.05,6560,32800
2121,157,5,18000,0.01,17820,89100
2122,5,4,180000,0.12,158400,633600
2122,165,4,49000,0.24,37240,148960
2122,69,5,34900,0.12,30710,153550
2123,38,4,4000,0.1,3600,14400
2124,200,2,28000,0.23,21560,43120
2124,197,5,290000,0.04,278400,1392000
2124,172,1,7000,0.17,5810,5810
2124,193,1,29000,0.14,24940,24940
